  1  1   1.50000000000000
  1  2   0.00000000000000
  1  3   0.00000000000000
  1  4   0.00000000000000
  1  5   0.00000000000000
  1  6   0.00000000000000
  1  7   0.00000000000000
  2  2   3.00000000000000
  2  3   0.00000000000000
  2  4   0.00000000000000
  2  5   0.00000000000000
  2  6   0.00000000000000
  2  7   0.00000000000000
  3  3   3.00000000000000
  3  4   0.00000000000000
  3  5   0.00000000000000
  3  6   0.00000000000000
  3  7   0.00000000000000
  4  4   3.00000000000000
  4  5   0.00000000000000
  4  6   0.00000000000000
  4  7   0.00000000000000
  5  5   4.50000000000000
  5  6   0.00000000000000
  5  7   0.00000000000000
  6  6   4.50000000000000
  6  7   0.00000000000000
  7  7   4.50000000000000
